Registration Type,Corporation Name,Trade Name,Business Address,Business Address2,City,State,Zip,Phone Number,# ASE Certified Mechanics,Tow Storage Address ,Tow Storage 2,Tow Storage City,Tow Storage State,Tow Storage Zip,Tow Storage Phone,Issue Date,Expiration,Registration No.,Location
Corporation,"Chevy Chase Cars, Inc.",Chevy Chase Chevrolet,7725 Wisconsin Avenue,,Bethesda,MD,,(301) 657-4000,14,,,,,,,01/16/2015,01/16/2018,15-MT-000327,"7725 Wisconsin Avenue
Bethesda, MD
(38.987305, -77.094762)"
Corporation,"MDP Auto,  LLC",Midas Total Car Care,1460 Rockville Pike,,Rockville,MD,,(443) 214-4420,0,,,,,,,06/15/2016,06/15/2019,16-MT-002106,"1460 Rockville Pike
Rockville, MD
(39.065964, -77.127289)"
Corporation,"Joe's Automotive Repair, Inc.","Joe's Automotive Repair, Inc.",7408 Westmore Road Bay-F,,Rockville,MD,,(301) 610-6678,1,,,,,,,02/22/2015,02/22/2018,15-MT-001116,"7408 Westmore Road Bay-F
Rockville, MD
(39.099398, -77.151747)"
Sole Proprietorship,,Blanco's Towing,"201 University Blvd., West",,Silver Spring,MD,20901,(301) 905-9629,0,,,,,,,02/21/2002,02/21/2003,02-MT-001207,"201 University Blvd., West
Silver Spring, MD 20901
(39.022006, -77.015319)"
Corporation,"Craven Tire Company of Maryland, Inc.",Craven Tire & Auto,126 N. Frederick Avenue,,Gaithersburg,MD,,(301) 948-7730,0,,,,,,,03/30/2002,08/21/2004,02-MT-000786,"126 N. Frederick Avenue
Gaithersburg, MD
(39.143802, -77.201427)"
Corporation,Dick Rollins Limited,Dick Rollins Limited,"15408B Old Columbia Pike, Box #40",,Burtonsville,MD,,(301) 421-9179,0,,,,,,,03/17/1994,03/17/1997,94-MT-000036,"15408B Old Columbia Pike, Box #40
Burtonsville, MD
(39.10846, -76.936573)"
Corporation,"On-Tronics, Inc.","On-Tronics, Inc.","933 Russell Avenue, Suite C",,Gaithersburg,MD,,(301) 804-3002,0,,,,,,,06/04/1994,06/04/1997,94-MT-000080,"933 Russell Avenue, Suite C
Gaithersburg, MD
(39.158863, -77.215054)"
Corporation,"H & G Auto Repair, Inc.",H & G Auto Repair,19911 Aircraft Drive,,Germantown,MD,,(301) 204-7467,1,,,,,,,06/01/2005,06/01/2006,05-MT-001500,"19911 Aircraft Drive
Germantown, MD
(39.182542, -77.260615)"
Corporation,"The Washingtonian Auto Service, LLC",The Washingtonian Auto Service,18701 Liberty Mill Road,,Germantown,MD,,(301) 972-6300,0,,,,,,,02/16/2010,02/16/2013,10-MT-001538,"18701 Liberty Mill Road
Germantown, MD
(39.162419, -77.281391)"
Corporation,"Central Auto Care, LLC",Central Auto Care,2405B Reedie Dr,,Wheaton,Md,20902,(301) 949-3901,0,,,,,,,06/19/2018,06/19/2021,15-MT-001276,"2405B Reedie Dr
Wheaton, Md 20902
(39.038584, -77.051501)"
Sole Proprietorship,,"An's Auto Upholstery, Co.",13122 Country Ridge Drive,,Germantown,MD,20874,(301) 330-9493,0,,,,,,,06/09/2009,06/09/2012,09-MT-001059,"13122 Country Ridge Drive
Germantown, MD 20874
(39.184091, -77.270795)"
Corporation,"International Collision Center, Inc.",International Collision Center,649 N. Horners Lane,,ROCKVILLE,Maryland,20850,(301) 424-4474,0,14720 Southlawn Lane,,ROCKVILLE,Maryland,20850,(301) 424-4474,06/22/2018,06/22/2021,15-MT-001381,"649 N. Horners Lane
ROCKVILLE, Maryland 20850
(39.094643, -77.143966)"
Sole Proprietorship,,Newton Towing,"8208 Houston Court, #2",,Takoma Park,MD,20912,(240) 281-2357,0,,,,,,,10/08/2012,10/08/2013,12-MT-002007,"8208 Houston Court, #2
Takoma Park, MD 20912
(38.990942, -77.005207)"
Corporation,"Amatucci Auto Body, Inc.",Amatucci Auto Body,15 Fulks Corner Avenue,,Gaithersburg,MD,,(301) 670-1220,0,,,,,,,12/04/2012,12/05/2015,12-MT-000179,"15 Fulks Corner Avenue
Gaithersburg, MD
(39.14024, -77.195772)"
Corporation,"Young's Auto Service, Inc.",Young's Auto Service,12370 Parklawn Drive,,Rockville,MD,,(301) 468-3505,1,,,,,,,09/10/2015,09/10/2018,15-MT-000051,"12370 Parklawn Drive
Rockville, MD
(39.060525, -77.111651)"
Corporation,AUTOWHIZ INC,CLARKSBURG AUTO SERVICE,23300 CLARKSBURG RD,,CLARKBURG,MD,20871,(301) 466-5181,1,,,,,,,04/03/2019,04/03/2020,19-MT-002597,"23300 CLARKSBURG RD
CLARKBURG, MD 20871
(39.238539, -77.282098)"
Corporation,"W.H. Snider & Co., Inc.",Snider & Company,1311 E. Gude Drive,,Rockville,MD,20850,(301) 340-3038,0,,,,,,,10/07/2020,10/07/2021,20-MT-005291,"1311 E. Gude Drive
Rockville, MD 20850
(39.097026, -77.135721)"
Corporation,Euro Motorcars Germantown LLC,Euro Motorcars Germantown,19750 Germantown Road,,Germantown,MARYLAND,20874,(301) 601-5500,0,,,,,,,11/21/2019,11/21/2020,19-MT-002853,"19750 Germantown Road
Germantown, MARYLAND 20874
(39.180639, -77.263648)"
Sole Proprietorship,,Fairland Exxon,13400 Old Columbia Road,,Silver Spring,MD,20905,(301) 622-0788,0,,,,,,,01/10/1997,01/10/2000,97-MT-000821,"13400 Old Columbia Road
Silver Spring, MD 20905
(39.076755, -76.95736)"
Corporation,"Wheaton Body Shop, Inc.",Wheaton Body Shop,11308 Fern Street,,Wheaton,MD,,(301) 933-4343,0,,,,,,,09/19/2007,01/11/2008,07-MT-000256,"11308 Fern Street
Wheaton, MD
(39.040589, -77.049481)"
Corporation,"Bethesda Rockville Auto Body, Inc.","Volvo VW Auto Body, Inc.",12320 Wilkins Avenue,,Rockville,MD,,(301) 770-6867,0,,,,,,,01/06/2012,01/06/2015,12-MT-000034,"12320 Wilkins Avenue
Rockville, MD
(39.058649, -77.112816)"
Corporation,"Zowast Auto Mobile Service, LLC",Zowast Auto Mobile,12600 Eastbourne Drive,,Silver Spring,MD,20904,(240) 286-4274,0,,,,,,,08/06/2018,08/06/2021,16-MT-002163,"12600 Eastbourne Drive
Silver Spring, MD 20904
(39.061259, -76.988759)"
Sole Proprietorship,,Claery & Company,8100-D Beechcraft Avenue,,Gaithersburg,MD,20879,(301) 948-9684,0,,,,,,,11/04/1995,11/04/1998,95-MT-000984,"8100-D Beechcraft Avenue
Gaithersburg, MD 20879
(39.16551, -77.165776)"
Corporation,"Modifications Unilimted, Inc.",Oakmont Autobody of Kensington /Auto BodyFix.Com,3917 Plyers Mill Road,,Kensington,MD,,(301) 949-1944,0,,,,,,,09/19/2004,09/19/2007,04-MT-000701,"3917 Plyers Mill Road
Kensington, MD
(39.029946, -77.07792)"
Corporation,"P.J. Auto Service, Inc.",P.J. Auto Service,15563-K Frederick Road,,Rockville,MD,,(301) 424-5070,0,,,,,,,09/11/2007,09/11/2010,07-MT-000250,"15563-K Frederick Road
Rockville, MD
(39.111258, -77.161043)"
Corporation,"Covington Buick Pontiac, GMC, Truck, Inc.","Covington Buick Pontiac, GMC, Truck, Inc.",3311 Briggs Chaney Road,,Silver Spring,MD,,(301) 890-1800,9,,,,,,,02/03/2006,01/22/2009,06-MT-000361,"3311 Briggs Chaney Road
Silver Spring, MD
(39.077535, -76.94315)"
Corporation,"Heavy Duty Towing and Revovery, LLC",Heavy Duty Towing,19651 Muncaster Road,,Derwood,MD,20855,(301) 869-8782,0,14520 Southlawn La,,Rockville,MD,20850,(301) 330-1614,01/25/2019,01/25/2020,19-MT-002557,"19651 Muncaster Road
Derwood, MD 20855
(39.17942, -77.117091)"
Sole Proprietorship,,Batres Auto Repair,7408 Westmore Road,,Rockville,MD,20850,(240) 437-7195,0,,,,,,,03/29/2018,03/29/2019,18-MT-002228,"7408 Westmore Road
Rockville, MD 20850
(39.099398, -77.151747)"
Partnership,,J & M Auto Repair,,,,,,,0,,,,,,,04/04/2014,04/04/2017,14-MT-001620,
Sole Proprietorship,,A & P Auto Body,2729-F Garfield Avenue,,Silver Spring,MD,20910,(301) 445-2026,0,,,,,,,04/30/1999,03/27/2002,99-MT-000797,"2729-F Garfield Avenue
Silver Spring, MD 20910
(39.001805, -77.056185)"
Corporation,"Hamidi, Inc.",Four Corners Texaco,101 University Blvd. West,,Silver Spring,MD,,(301) 681-5996,0,,,,,,,01/20/2000,01/20/2003,00-MT-000439,"101 University Blvd. West
Silver Spring, MD
(39.021023, -77.013781)"
Corporation,"Diamond Triumph Auto Glass, Inc.",Diamond Auto Glass,7823-B Parston Drive,,Forestville,MD,,(800) 999-2688,0,,,,,,,05/13/2006,05/06/2009,06-MT-001784,"7823-B Parston Drive
Forestville, MD
(38.846828, -76.871225)"
Corporation,"Cherner Automotive Potomac, LLC",Cherner Automotive Potomac,9916 Falls Road,,Potomac,MD,,(301) 299-9000,2,,,,,,,07/09/2003,10/17/2005,03-MT-001119,"9916 Falls Road
Potomac, MD
(39.018686, -77.208656)"
Corporation,"National Glass Tinting, Inc.","National Glass Tinting, Inc.",15919 Frederick Road,,Rockville,MD,,(301) 231-7011,0,,,,,,,06/28/1994,06/28/1997,94-MT-000986,"15919 Frederick Road
Rockville, MD
(39.116476, -77.167507)"
Corporation,"Old Town Auto Service, LLC",Old Town Auto Service,7060 Carroll Ave,,TAKOMA PARK,MD,20912,(301) 891-3725,0,,,,,,,10/02/2018,10/02/2021,15-MT-001779,"7060 Carroll Ave
TAKOMA PARK, MD 20912
(38.975167, -77.010219)"
Sole Proprietorship,,Glass By Marks,7117-B English Muffin Way,,Frederick,MD,21704,(301) 651-0430,0,,,,,,,02/12/2008,02/12/2011,08-MT-000107,"7117-B English Muffin Way
Frederick, MD 21704
(39.357973, -77.420678)"
Partnership,,APA Towing,,,,,,,0,None Listed,,,,,,04/18/2006,04/18/2009,06-MT-001802,
Corporation,Boman Corporation,Absolute Auto Advances,8134 BEECHCRAFT AVE,,GAITHERSBURG,MARYLAND,20879,(301) 417-6699,0,,,,,,,11/05/2022,11/05/2025,21-MT-011911,"8134 BEECHCRAFT AVE
GAITHERSBURG, MARYLAND 20879
(39.1652, -77.1659)"
Corporation,"Safelite Fulfillment, Inc.",Safelite Auto Glass #266/1808,8701 Richie Drive,,Capitol Hts.,MD,,(614) 210-9000,0,,,,,,,09/23/2014,09/23/2017,14-MT-001709,"8701 Richie Drive
Capitol Hts., MD
(38.874297, -76.854879)"
Partnership,,L & V Towing,10809 Phillips Drive,,Upper Marboro,MD,20772-,,0,,,,,,,12/15/2008,12/15/2009,08-MT-001722,"10809 Phillips Drive
Upper Marboro, MD 20772-
(38.760418, -76.825826)"
Corporation,"KDS Detailing, LLC",KDS Detailing,8033 Snouffer School Road,,Gaithersburg,MD,,(301) 641-0886,0,,,,,,,03/01/2005,03/01/2008,05-MT-001357,"8033 Snouffer School Road
Gaithersburg, MD
(39.160656, -77.162752)"
Sole Proprietorship,,Innovation Auto Body Repair,1097A Taft Street,,Rockville,MD,20850,(301) 738-6564,0,,,,,,,07/07/1999,07/07/2000,99-MT-001243,"1097A Taft Street
Rockville, MD 20850
(39.093567, -77.135671)"
Sole Proprietorship,,Montgomery County Auto Locksmith,4271 Howard Avenue,,Kensington,MD,20895,(301) 571-1518,0,,,,,,,08/28/2004,08/28/2007,04-MT-000073,"4271 Howard Avenue
Kensington, MD 20895
(39.031291, -77.084047)"
Corporation,"L & T Auto Repair Services, LLC",L & T Auto Repair Services,7543 Rickenbacker Dr,,Gaithersburg,MD,20879,(301) 947-3562,0,,,,,,,12/18/2022,12/18/2025,16-MT-002129,"7543 Rickenbacker Dr
Gaithersburg, MD 20879
(39.17293, -77.15429)"
Corporation,"Miles Glass Company, Inc.","Miles Glass Company, Inc.",8714 Piney Branch Road,,Silver Spring,MD,,(301) 439-5111,0,,,,,,,03/14/2003,03/14/2006,03-MT-000392,"8714 Piney Branch Road
Silver Spring, MD
(38.999201, -76.997146)"
Corporation,"W.H. Snider & Company, Inc.",Snider & Company,1311 East Gude Drive,,Rockville,MD,20850,(301) 340-3038,0,,,,,,,03/23/2023,03/23/2024,22-MT-012994,"1311 East Gude Drive
Rockville, MD 20850
(39.09714, -77.13586)"
Corporation,Villeda Signature Automotive,Maaco Of Rockville,701 East Gude Drive,,Rockville,Maryland,20850,(301) 340-1494,0,,,,,,,12/02/2019,12/02/2022,18-MT-002491,"701 East Gude Drive
Rockville, Maryland 20850
(39.103531, -77.142925)"
Corporation,"Jim Coleman Infiniti, Inc.",Jim Coleman Infiniti,10400 Auto Park Avenue,,Bethesda,MD,,(301) 469-2100,0,,,,,,,01/27/2015,01/27/2018,15-MT-001102,"10400 Auto Park Avenue
Bethesda, MD
(39.02668, -77.145661)"
Corporation,"Martens Cars of Washington, Inc.",Martens Volkswagen,5415 Butler Road,,Bethesda,MD,,(301) 347-0700,13,,,,,,,03/26/2011,03/26/2014,11-MT-001368,"5415 Butler Road
Bethesda, MD
(38.962294, -77.103245)"
Corporation,"Rockville Auto Body, Inc.","Rockville Auto Body, Inc.",1221 Taft Street,,Rockville,MD,,(301) 762-4446,1,,,,,,,10/06/2011,10/06/2014,11-MT-000365,"1221 Taft Street
Rockville, MD
(39.093667, -77.134089)"
Sole Proprietorship,,Estrella's Auto Repair,10541 Tralee Terrace,,Damascus,MD,20822,(301) 253-6319,1,,,,,,,04/20/1994,04/20/1997,94-MT-000131,"10541 Tralee Terrace
Damascus, MD 20822
(39.268996, -77.215148)"
Sole Proprietorship,,Rob's Automotive,21625 Laytonsville Road,,Laytonsville,MD,20882,(301) 948-0765,0,,,,,,,08/19/2000,08/19/2003,00-MT-000482,"21625 Laytonsville Road
Laytonsville, MD 20882
(39.211624, -77.142527)"
Corporation,"Jimbo Car Repair, LLC",Jimbo Car Repair,801 Hungerford Drive,,Rockville,MD,,(301) 340-7360,0,,,,,,,04/05/2006,03/17/2009,06-MT-001226,"801 Hungerford Drive
Rockville, MD
(39.094578, -77.15324)"
Corporation,"Capitol Towing, LLC",Capitol Towing,13711 West Old Baltimore Road,,Boyds,MD,,(301) 838-0066,0,14801 Clopper Road,,Boyds,MD,20841-,(301) 947-6553,09/16/2008,12/02/2008,08-MT-001704,"13711 West Old Baltimore Road
Boyds, MD
(39.213854, -77.285199)"
Sole Proprietorship,,Hickman's Car Care,100 England Terrace,,Rockville,MD,20850,(301) 762-2700,1,,,,,,,01/15/2021,01/15/2022,20-MT-006471,"100 England Terrace
Rockville, MD 20850
(39.086618, -77.147525)"
Corporation,"Wade International, Inc.",Wade's Exxon,12290 Veirs Mill Road,,Wheaton,MD,,(301) 949-9641,1,,,,,,,05/09/1996,05/06/1997,96-MT-001008,"12290 Veirs Mill Road
Wheaton, MD
(39.058494, -77.086999)"
Corporation,Sibo Engineering Inc.,Meineke Discount Mufflers,15127 Frederick Road,,Rockville,MD,,(301) 424-1105,0,,,,,,,05/23/1997,05/23/2000,97-MT-000134,"15127 Frederick Road
Rockville, MD
(39.103843, -77.156156)"
Corporation,"Merchant's, LLC",NTB Tire & Service Centers #7319,3261 Automobile Blvd.,,Silver Spring,MD,20900,(301) 890-3300,0,,,,,,,02/14/2020,02/14/2023,17-MT-000001,"3261 Automobile Blvd.
Silver Spring, MD 20900
(39.080891, -76.946726)"
Sole Proprietorship,,Mr. Dent,"15604 Marathon Circle, #402",,N. Potomac,MD,20878,(703) 819-9087,0,,,,,,,02/24/2011,02/24/2014,11-MT-001539,"15604 Marathon Circle, #402
N. Potomac, MD 20878
(39.112899, -77.196789)"
Corporation,Bert's Inc.,Exxon of Olney,18000 Georgia Avenue,,Olney,MD,,(301) 774-6100,0,,,,,,,08/21/2001,04/02/2002,00-MT-000913,"18000 Georgia Avenue
Olney, MD
(39.15115, -77.066868)"
Corporation,"M. W. Bowie Enterprises, Inc.","M. W. Bowie Enterprises, Inc.",7925 Georgia Avenue,,Silver Spring,MD,,(301) 495-7376,0,,,,,,,04/06/1998,01/24/2001,98-MT-000672,"7925 Georgia Avenue
Silver Spring, MD
(38.986612, -77.026657)"
Corporation,"Preferred Automotive Assoc., Inc.",Preferred Automotive,12356 Wilkins Avenue,,Rockville,MD,,(301) 881-8530,3,,,,,,,10/04/2015,10/04/2018,15-MT-000167,"12356 Wilkins Avenue
Rockville, MD
(39.05982, -77.112611)"
Corporation,"The Washingtonian Auto Service, LLC -2","The Washingtonian Auto Service, LLC-2",18001 Mateny Road,,Germantown,MD,,(301) 515-8705,0,,,,,,,02/09/2011,02/09/2014,11-MT-001615,"18001 Mateny Road
Germantown, MD
(39.146999, -77.272383)"
Corporation,"Vida, Inc.",Ashton Crown,17840 New Hampshire Avenue,,Ashton,MD,,(301) 774-9343,1,,,,,,,09/25/1997,08/21/2000,97-MT-000636,"17840 New Hampshire Avenue
Ashton, MD
(39.149044, -77.01224)"
Corporation,"Xcel Enterprises, Inc.",Goshen Crossing Sunoco,20050 Goshen Road,,Gaithersburg,MD,,(301) 977-3200,2,,,,,,,05/25/2011,05/25/2014,11-MT-000099,"20050 Goshen Road
Gaithersburg, MD
(39.187149, -77.187015)"
Sole Proprietorship,,Sam's Custom Towing,2626 Garfield Avenue,,Silver Spring,MD,20910,(301) 871-2823,0,,,,,,,08/18/1995,08/18/1998,95-MT-000674,"2626 Garfield Avenue
Silver Spring, MD 20910
(39.001576, -77.054257)"
Corporation,J & Kens Auto Repair LLC,J & Kens Auto Repair LLC,4101 RANDOLPH RD,,SILVER SPRING,MD,20906,(240) 550-2005,0,,,,,,,11/18/2022,11/18/2025,21-MT-011927,"4101 RANDOLPH RD
SILVER SPRING, MD 20906
(39.05764, -77.08117)"
Corporation,"Brian's Automotive Service, Inc.",Brian's Automotive Service,8810 Monard Drive,,Silver Spring,MD,20910,(301) 562-8810,0,,,,,,,04/11/2017,04/11/2020,17-MT-001378,"8810 Monard Drive
Silver Spring, MD 20910
(39.00016, -77.05877)"
Corporation,"Austin's Collision Repair Center, Inc.",AutoServ,"2401 University Blvd., West",,Silver Spring,MD,,(301) 949-0211,0,,,,,,,10/18/2000,09/05/2001,00-MT-000917,"2401 University Blvd., West
Silver Spring, MD
(39.041667, -77.050598)"
Sole Proprietorship,,Dennis Towing,,,Olney,MD,20830,(301) 312-6664,0,,,,,,,02/13/1998,02/13/1999,98-MT-000754,"Olney, MD 20830
(39.156297, -77.06613)"
Corporation,"Montrose Motors, Inc.",Montrose Automotive,19560 Frederick Road,,Germantown,MD,,(301) 428-0500,3,19560 Frederick Road,,Germantown,MD,20876-,,12/14/2009,12/14/2012,09-MT-000284,"19560 Frederick Road
Germantown, MD
(39.176663, -77.238544)"
Corporation,"Euro Motorcars Germantown, Inc.",Euro Motorcars Germantown,19750 Germanotwn Rd,,Germantown,MD,20874,(301) 601-5500,0,,,,,,,09/26/2018,09/26/2021,17-MT-001405,"19750 Germanotwn Rd
Germantown, MD 20874
(39.180639, -77.263648)"
Corporation,"Goshen Auto & Fuel, Inc.",Goshen Crossing Sunoco,20050 Goshen Road,,Gaithersburg,MD,,(301) 977-3200,0,,,,,,,08/16/2013,08/16/2016,13-MT-001996,"20050 Goshen Road
Gaithersburg, MD
(39.187149, -77.187015)"
Sole Proprietorship,,Bethesda Auto Body Automotive Services,5210 River Road,,Bethesda,MD,20816,(301) 116-5433,0,,,,,,,04/03/1998,04/03/2001,98-MT-000759,"5210 River Road
Bethesda, MD 20816
(38.964742, -77.103749)"
Corporation,"R.A.R. Enterprises, Inc.",Ron's Towing Service,2661 Garfield Avenue,,Silver Spring,MD,,(301) 608-0000,0,,,,,,,08/11/1998,01/24/2001,98-MT-000675,"2661 Garfield Avenue
Silver Spring, MD
(39.001693, -77.055082)"
Sole Proprietorship,,Manuel Transmission Specialist,7408-A Westmore Road,,Rockville,MD,20855,(240) 671-3392,0,,,,,,,10/04/2015,10/04/2018,15-MT-001929,"7408-A Westmore Road
Rockville, MD 20855
(39.099398, -77.151747)"
Corporation,"Marco's Automotive Service, Inc.",Marco's Towing,2909 Plyers Mill Road,,Silver Spring,MD,,(301) 942-7020,0,2730 Garfield Avenue,,Silver Spring,MD,20910-,(301) 942-7020,11/19/2010,11/19/2013,10-MT-000299,"2909 Plyers Mill Road
Silver Spring, MD
(39.029563, -77.060742)"
Corporation,"Paintmaster's Auto Painting & Bodyworks, Inc.","Paintmaster's Auto Painting & Bodyworks, Inc.",2628 Garfield Avenue,,Silver Spring,MD,,(301) 495-9260,0,,,,,,,04/17/1999,03/21/2002,99-MT-000157,"2628 Garfield Avenue
Silver Spring, MD
(39.001696, -77.055213)"
Sole Proprietorship,,"GQ Towing, LLC",1611 Portabello Court,,Crofton,MD,21114,(240) 398-8548,0,,,,,,,04/20/2011,04/20/2014,11-MT-001766,"1611 Portabello Court
Crofton, MD 21114
(39.014343, -76.680347)"
Corporation,"Wheaton Radiator Service, Inc.",Wheaton Radiator Service,11326 elkin st,,Wheaton,Md,20902,(301) 949-9800,0,,,,,,,09/19/2022,09/19/2025,16-MT-000981,"11326 elkin st
Wheaton, Md 20902
(39.041085, -77.050378)"
Sole Proprietorship,,Jamie'S Automotive,601 Dover Road,Suite 8,Rockville,MD,20850,(301) 762-6162,0,,,,,,,05/22/2023,05/22/2026,19-MT-002690,"601 Dover Road
Rockville, MD 20850
(39.097651015000054, -77.14112699799995)"
Sole Proprietorship,,From Rust To Riches,14200 New Hampshire Avenue,,Silver Spring,MD,20904,(301) 989-1866,0,,,,,,,07/23/1997,07/23/2000,97-MT-000875,"14200 New Hampshire Avenue
Silver Spring, MD 20904
(39.089284, -76.99984)"
Corporation,"Congressional Sunoco, Inc.",Congressional Sunoco,1469 Rockville Pike,,Rockville,MD,,(301) 881-8144,0,1469 Rockville Pike,,Rockville,MD,20852-,,10/14/2004,10/14/2007,04-MT-000711,"1469 Rockville Pike
Rockville, MD
(39.065843, -77.127391)"
Sole Proprietorship,,Cartenders,13214 Grenoble Drive,,Rockville,MD,20853,(301) 984-7800,1,,,,,,,02/22/2011,02/22/2014,11-MT-000090,"13214 Grenoble Drive
Rockville, MD 20853
(39.073904, -77.091745)"
Corporation,"AE & MK, Inc.",Wintergreen Texaco,890 Rockville Pike,,Rockville,MD,,(301) 762-1660,0,,,,,,,07/10/2008,07/10/2011,08-MT-001255,"890 Rockville Pike
Rockville, MD
(39.074642, -77.13584)"
Sole Proprietorship,,Dustin's Towing,"15520 Riding Stable Rd., Box #269",,Laurel,MD,20707,(240) 876-1853,0,,,,,,,03/02/2017,03/02/2020,17-MT-000409,"15520 Riding Stable Rd., Box #269
Laurel, MD 20707
(39.111114, -76.909436)"
Sole Proprietorship,,SK Certified*,7410 Westmore Road B-2,,Rockville,MD,20850,(301) 762-1151,0,,,,,,,10/01/1999,04/11/2000,99-MT-001036,"7410 Westmore Road B-2
Rockville, MD 20850
(39.099398, -77.151747)"
Corporation,"Aris Car Transport, LLC","Aris Car Transport, LLC",12213 Berry Street,,Silver Spring,MD,,(301) 547-1049,0,,,,,,,02/16/2012,02/15/2013,12-MT-001955,"12213 Berry Street
Silver Spring, MD
(39.056253, -77.062929)"
Corporation,Shady Grove Shell,Shady Grove Shell Auto Service,15730 Shady Grove Road,,Gaithersburg,MD,20877,(301) 948-8887,0,,,,,,,03/04/2019,03/04/2022,16-MT-001432,"15730 Shady Grove Road
Gaithersburg, MD 20877
(39.113824, -77.186368)"
Sole Proprietorship,,Garfield Auto Service,"2739 Garfield Avenue, Suite B",,Silver Spring,MD,20910,(301) 588-0990,0,,,,,,,09/04/2014,09/04/2017,14-MT-002064,"2739 Garfield Avenue, Suite B
Silver Spring, MD 20910
(39.001854, -77.056545)"
Corporation,Castle Enterprises,West Montgomery Motors,8007 Queenair Drive,,Gaithersburg,MD,,(301) 417-9770,0,,,,,,,05/12/1998,04/12/2001,98-MT-000777,"8007 Queenair Drive
Gaithersburg, MD
(39.170786, -77.163543)"
Sole Proprietorship,,Sam's Towing,,,Silver Spring,MD,20918,(301) 445-4621,0,,,,,,,05/04/1995,05/04/1998,95-MT-001889,"Silver Spring, MD 20918
(38.996088, -77.028121)"
Corporation,"H.D.R. Body Shop, Inc.",High Definition Repair Body Shop,8021 Snouffer School Road,Suite J,Gaithersburg,MD,20879,(301) 366-0546,0,,,,,,,04/28/2022,04/28/2025,21-MT-007642,"8021 Snouffer School Road
Gaithersburg, MD 20879
(39.160279, -77.162001)"
Corporation,"Rubio Auto Repair, LLC","Rubio Auto Repair, LLC",8444 Old National Pike,,Frederick,MD,21702,(571) 505-1104,0,,,,,,,06/01/2023,06/01/2026,22-MT-013119,"8444 Old National Pike
Frederick, MD 21702
(39.401264662000074, -77.37399401999994)"
Corporation,Shady Grove Automotive Repair Inc,Shady Grove Automotive Repair,15910 Indianola Drive,Suite B,Derwood,MD,20855,(301) 258-9371,0,,,,,,,03/23/2023,03/23/2024,18-MT-002472,"15910 Indianola Drive
Derwood, MD 20855
(39.11348, -77.16065)"
Sole Proprietorship,,Evans Mobile Auto Service,,,Brandywine,MD,20613,(301) 914-7076,1,,,,,,,02/01/1998,02/01/2001,98-MT-000507,"Brandywine, MD 20613
(38.675148, -76.821415)"
Corporation,"Tows-R-Us, Inc.",Tows-R-Us,9517 Pin Oak Drive,,Silver Spring,MD,,(301) 589-1100,0,9151 Brookville Road,,Silver Spring,MD,,,04/20/2003,04/20/2006,03-MT-001065,"9517 Pin Oak Drive
Silver Spring, MD
(39.012047, -77.032629)"
Corporation,"Mike & Gary, Inc.",Cloverly Automotive,15387 Frederick Rd.,,Woodbine,Maryland,21797,(301) 384-0488,1,,,,,,,06/21/2022,06/21/2025,15-MT-000717,"15387 Frederick Rd.
Woodbine, Maryland 21797
(39.331063, -77.048209)"
Corporation,Excessive Audio & Beyond,Excessive Audio & Beyond,1322-24 East Gude Drive,,Rockville,MD,,(301) 738-2277,0,,,,,,,02/03/2001,02/03/2004,01-MT-000769,"1322-24 East Gude Drive
Rockville, MD
(39.096849, -77.135213)"
Corporation,Parklawn Auto Service,Parklawn Auto Service,12400 Parklawn Drive,,Rockville,MD,,(301) 231-6160,0,,,,,,,04/22/2001,06/10/2004,01-MT-000518,"12400 Parklawn Drive
Rockville, MD
(39.061213, -77.11203)"
Corporation,"Premium Auto Center, LLC","Premium Auto Center, LLC",8176 Beechcraft Ave,,Gaithersburg,MD,20879,(301) 383-8294,0,,,,,,,10/18/2018,10/18/2021,16-MT-002160,"8176 Beechcraft Ave
Gaithersburg, MD 20879
(39.166139, -77.166815)"
Corporation,"AAA Club Alliance, Inc.",AAA Mid-Atlantic,16045 Shady Grove Road,,Rockville,MD,,(301) 944-9519,0,,,,,,,02/16/2016,02/16/2017,16-MT-002133,"16045 Shady Grove Road
Rockville, MD"
Corporation,"Hapis, Inc.",Gaithersburg Citgo,409 East Diamond Avenue,,Gaithersburg,MD,,(301) 921-9225,0,,,,,,,06/06/2001,02/11/2002,01-MT-000231,"409 East Diamond Avenue
Gaithersburg, MD
(39.142061, -77.189706)"
Corporation,"Diamond Glass, Inc.",Diamond Auto Glass,7823-B Parston Drive,,Forestville,MD,,(800) 999-2688,0,,,,,,,05/13/2008,05/13/2011,08-MT-001020,"7823-B Parston Drive
Forestville, MD
(38.846828, -76.871225)"
Corporation,"PM Road Service, LLC","PM Road Service, LLC",1826 Sharwood Place,,Crofton,MD,,(301) 237-5096,0,,,,,,,01/27/2016,01/27/2019,16-MT-002088,"1826 Sharwood Place
Crofton, MD
(39.009167, -76.676816)"
Corporation,"Jonny Auto Service, LLC",Jonny Auto Service,1097 Taft Street,,Rockville,MD,,(301) 273-8254,0,,,,,,,09/27/2011,09/27/2014,11-MT-001465,"1097 Taft Street
Rockville, MD
(39.093567, -77.135671)"
